#hg19.knownCanonical.chrom	hg19.knownCanonical.chromStart	hg19.knownCanonical.chromEnd	hg19.knownCanonical.clusterId	hg19.knownCanonical.transcript	hg19.kgXref.geneSymbol
chr3	186915273	186919253	20711	uc003frg.3	RTP1
chr3	186951869	187009810	20712	uc003fri.3	MASP1
chr3	187009059	187015721	20713	uc021xin.1	BX648496
chr3	187086167	187089369	20714	uc003frm.3	RTP4
chr3	187386693	187388201	20715	uc003frn.3	SST
chr3	187416046	187420345	20716	uc003fro.1	RTP2
chr3	187420153	187450203	20717	uc021xio.1	LOC100131635
chr3	187439164	187463513	20718	uc003frq.2	BCL6
chr3	187868993	187871876	20719	uc021xip.1	LPP-AS2
chr3	187930720	188608460	20720	uc003frs.2	LPP
chr3	187896330	187898596	20721	uc011bsh.1	FLJ42393
chr3	188406568	188406654	20722	uc021xiq.1	Mir_28
chr3	188889762	189041271	20723	uc003frw.2	TPRG1
chr3	189349215	189615068	20724	uc003fry.2	TP63
chr3	189547710	189547798	20725	uc021xis.1	MIR944
chr3	189674516	189838908	20726	uc011bsk.2	LEPREL1
chr3	190023489	190040235	20727	uc003fsh.3	CLDN1
chr3	190105660	190129932	20728	uc003fsi.3	CLDN16
chr3	190146443	190167665	20729	uc003fsj.2	TMEM207
chr3	190231839	190374986	20730	uc003fsq.3	IL1RAP
chr3	190359951	190360292	20731	uc021xit.1	7SK
chr3	190570525	190580465	20732	uc011bsl.1	GMNC
chr3	190595718	190595839	20733	uc011bsm.1	SNAR-I
chr3	190930321	190967910	20734	uc011bsn.2	OSTN
chr3	190984943	191048325	20735	uc003fsu.3	UTS2D
chr3	191046873	191116459	20736	uc003fsv.3	CCDC50
chr3	191178951	191179245	20737	uc011bso.2	PYDC2
chr3	191358923	191359026	20738	uc021xiu.1	Y_RNA
chr3	191857181	192126838	20739	uc003fsx.3	FGF12
chr3	192447343	192447505	20740	uc021xiv.1	U1
chr3	192514604	192635950	20741	uc011bsp.2	MB21D2
chr3	192958917	192988644	20742	uc003fta.3	HRASLS
chr3	192959567	192961761	20743	uc003ftb.3	MGC2889
chr3	192992830	193096514	20744	uc011bsq.2	ATP13A5
chr3	193119865	193272696	20745	uc003ftd.3	ATP13A4
chr3	193310932	193415600	20746	uc003ftg.3	OPA1
chr3	193559838	193561813	20747	uc003fto.1	AK091265
chr3	193675160	193721448	20748	uc021xiw.1	LOC647323
chr3	193710882	193712027	20749	uc011bss.2	LOC100128023
chr3	193766708	193787318	20750	uc003ftp.3	BC038368
chr3	193853930	193856401	20751	uc003ftq.2	HES1
chr3	194018988	194030593	20752	uc011bsu.2	LOC100131551
chr3	194060493	194072057	20753	uc003fts.3	CPN2
chr3	194075975	194090472	20754	uc003ftu.3	LRRC15
chr3	194115549	194119995	20755	uc003ftv.1	GP5
chr3	194123402	194188968	20756	uc003fty.4	ATP13A3
chr3	194207868	194239008	20757	uc003fua.2	FLJ34208
chr3	194207868	194209455	20758	uc021xja.1	FLJ34208
chr3	194217052	194222232	20759	uc003fub.1	AX746839
chr3	194254231	194254312	20760	uc021xjb.1	U6
chr3	194308401	194354150	20761	uc010hzn.3	TMEM44
chr3	194309798	194310990	20762	uc003fug.3	BC061632
chr3	194361516	194393206	20763	uc003fui.3	LSG1
chr3	194406621	194409766	20764	uc003fuj.3	FAM43A
chr3	194429149	194502897	20765	uc021xjd.1	LOC100507391
chr3	194789012	194991895	20766	uc003fum.4	XXYLT1
chr3	194995464	195163817	20767	uc003fun.4	ACAP2
chr3	195241220	195270224	20768	uc003fup.3	PPP1R2
chr3	195249884	195250019	20769	uc021xje.1	U6atac
chr3	195295572	195311076	20770	uc003fur.2	APOD
chr3	195370803	195371637	20771	uc011bsy.2	BC044310
chr3	195375289	195378976	20772	uc011bta.1	BC053580
chr3	195384909	195415735	20773	uc003fuw.3	SDHAP2
chr3	195384909	195400858	20774	uc011btb.1	SDHAP2
chr3	195384909	195398654	20775	uc003fuu.4	SDHAP2
chr3	195426271	195426368	20776	uc021xjf.1	MIR570
chr3	195426821	195438745	20777	uc003fux.1	AK128346
chr3	195447752	195464540	20778	uc010hzo.3	MUC20
chr3	195473637	195538844	20779	uc021xjp.1	MUC4
chr3	195590235	195622432	20780	uc003fvt.1	TNK2
chr3	195634946	195638128	20781	uc003fvw.1	AK127609
chr3	195689975	195694861	20782	uc003fvy.3	SDHAP1
chr3	195701267	195717150	20783	uc011btq.1	SDHAP1
chr3	195776154	195809032	20784	uc003fwa.4	TFRC
chr3	195869625	195887761	20785	uc011btt.2	LOC401109
chr3	195924322	195938300	20786	uc003fwc.3	ZDHHC19
chr3	195929219	195929324	20787	uc021xjr.1	Y_RNA
chr3	195943382	195960301	20788	uc003fwd.3	OSTalpha
chr3	195961239	195964785	20789	uc003fwf.1	AF088041
chr3	195965252	196014584	20790	uc003fwg.3	PCYT1A
chr3	196018089	196045165	20791	uc003fwi.3	TCTEX1D2
chr3	196045220	196052441	20792	uc003fwk.1	AK124973
chr3	196050416	196065291	20793	uc021xjs.1	TM4SF19
chr3	196080368	196159345	20794	uc003fwm.4	UBXN7
chr3	196158234	196160242	20795	uc003fwo.1	AX747828
chr3	196195656	196230639	20796	uc003fwq.3	RNF168
chr3	196233749	196242237	20797	uc003fws.3	C3orf43
chr3	196281058	196295413	20798	uc003fwt.3	WDR53
chr3	196295724	196315930	20799	uc010iai.3	FBXO45
chr3	196366655	196388874	20800	uc003fwv.3	LRRC33
chr3	196433147	196439123	20801	uc011btw.2	CEP19
chr3	196435729	196435835	20802	uc021xjt.1	U6
chr3	196439244	196462876	20803	uc010iaj.3	PIGX
chr3	196466727	196559518	20804	uc003fwy.4	PAK2
chr3	196594726	196661584	20805	uc003fwz.4	SENP5
chr3	196662272	196669464	20806	uc003fxd.1	NCBP2
chr3	196669493	196670884	20807	uc003fxg.3	LOC152217
chr3	196673213	196695704	20808	uc003fxh.3	PIGZ
chr3	196728611	196756687	20809	uc003fxk.4	MFI2
chr3	196729776	196731615	20810	uc003fxj.1	MFI2-AS1
chr3	196769430	197025447	20811	uc003fxn.4	DLG1
chr3	197020748	197020819	20812	uc021xju.1	MIR4797
chr3	197025117	197030621	20813	uc003fxq.3	LOC100507086
chr3	197236653	197282858	20814	uc003fxs.3	BDH1
chr3	197340897	197354752	20815	uc003fxy.3	LOC220729
chr3	197371037	197373038	20816	uc021xjv.1	BC040733
chr3	197398258	197463773	20817	uc003fyc.2	KIAA0226
chr3	197476623	197511317	20818	uc003fyi.2	FYTTD1
chr3	197518144	197598456	20819	uc003fyj.1	LRCH3
chr3	197615945	197676796	20820	uc003fyo.3	IQCG
chr3	197677051	197682721	20821	uc003fyr.3	RPL35A
chr3	197687070	197770591	20822	uc010iar.3	LMLN
chr3	197774001	197774029	20823	uc021xjx.1	DQ586768
chr3	197784403	197807542	20824	uc003fyx.3	ANKRD18DP
chr3	197879236	197907735	20825	uc011bup.1	FAM157A
chr3	197937115	197955678	20826	uc003fza.3	AL137655
chr3	197945366	197945397	20827	uc003fzb.1	DQ574670
chr3	197945397	197945429	20828	uc003fzc.3	DQ597235
chr3	197945476	197945537	20829	uc003fzd.1	DQ599768
chr3	197945703	197945729	20830	uc021xjy.1	DQ572955
chr3	197945990	197946021	20831	uc021xjz.1	DQ577349
chr3	197946093	197946138	20832	uc011bur.2	DQ575955
chr4	53226	156490	20833	uc003fzt.4	ZNF718
chr4	124401	156490	20834	uc003fzw.4	ZNF718
chr4	206388	249773	20835	uc010iba.3	ZNF876P
chr4	264463	289944	20836	uc011buu.1	ZNF732
chr4	331595	367691	20837	uc003gaa.2	ZNF141
chr4	419603	467998	20838	uc010ibd.2	ABCA11P
chr4	433778	493442	20839	uc003gag.3	ZNF721
chr4	492988	533320	20840	uc003gak.4	PIGG
chr4	619362	664681	20841	uc003gap.3	PDE6B
chr4	647011	649434	20842	uc003gaq.1	BC020343
chr4	666224	668127	20843	uc003gas.3	ATP5I
chr4	671710	675817	20844	uc003gav.3	MYL5
chr4	675617	682973	20845	uc003gax.3	MFSD7
chr4	699572	764427	20846	uc003gbe.3	PCGF3
chr4	773936	775636	20847	uc021xke.1	LOC100129917
chr4	778744	819945	20848	uc003gbi.3	CPLX1
chr4	843064	926174	20849	uc003gbm.4	GAK
chr4	926261	952443	20850	uc003gbq.3	TMEM175
chr4	952674	967344	20851	uc003gbw.3	DGKQ
chr4	981444	987224	20852	uc003gcc.3	SLC26A1
chr4	980784	998317	20853	uc003gby.3	IDUA
chr4	1005759	1020686	20854	uc003gcg.3	FGFRL1
chr4	1050036	1056744	20855	uc021xkg.1	AK124578
chr4	1065265	1107352	20856	uc003gcj.3	RNF212
chr4	1108984	1116952	20857	uc021xki.1	TMED11P
chr4	1145159	1147489	20858	uc003gcl.1	AX747945
chr4	1160720	1166657	20859	uc003gco.4	SPON2
chr4	1193485	1195204	20860	uc003gcr.1	AX747178
chr4	1203907	1212379	20861	uc003gcs.1	AX747592
chr4	1205227	1242908	20862	uc003gcv.1	CTBP1
chr4	1243227	1246795	20863	uc003gcz.2	C4orf42
chr4	1283671	1333925	20864	uc003gda.3	MAEA
chr4	1341103	1381837	20865	uc003gde.4	KIAA1530
chr4	1385339	1389782	20866	uc003gdf.2	CRIPAK
chr4	1575787	1577966	20867	uc003gdg.1	AX748388
chr4	1641607	1685988	20868	uc021xkl.1	FAM53A
chr4	1694526	1714030	20869	uc003gdi.1	SLBP
chr4	1717678	1723084	20870	uc003gdn.3	TMEM129
chr4	1723216	1746905	20871	uc003gdo.3	TACC3
chr4	1795038	1810599	20872	uc003gdu.2	FGFR3
chr4	1813205	1857974	20873	uc003gdv.3	LETM1
chr4	1873122	1983934	20874	uc003gdz.4	WHSC1
chr4	1976362	1976487	20875	uc003gej.3	SCARNA22
chr4	1984440	2010962	20876	uc003gem.3	WHSC2
chr4	2043719	2045697	20877	uc021xkn.1	C4orf48
chr4	2061238	2070816	20878	uc003geq.2	NAT8L
chr4	2073644	2230970	20879	uc003ger.2	POLN
chr4	2230095	2243860	20880	uc003ges.1	HAUS3
chr4	2249159	2263739	20881	uc003geu.1	MXD4
chr4	2271323	2420370	20882	uc003gex.2	ZFYVE28
chr4	2420700	2464690	20883	uc021xkr.1	LOC402160
chr4	2470794	2517586	20884	uc003gfb.3	RNF4
chr4	2597827	2734302	20885	uc010ick.3	FAM193A
chr4	2743386	2758103	20886	uc003gfg.2	TNIP2
chr4	2819911	2842823	20887	uc003gfj.4	SH3BP2
chr4	2845583	2931802	20888	uc003gfq.3	ADD1
chr4	2932287	2936586	20889	uc003gfz.3	MFSD10
chr4	2937277	2952794	20890	uc003ggh.3	C4orf10
chr4	2939663	2965118	20891	uc003ggj.1	NOP14
chr4	2965342	3042474	20892	uc003ggn.1	GRK4
chr4	2965342	2968577	20893	uc003ggm.3	GRK4
chr4	3064972	3076241	20894	uc021xku.1	HTT-AS1
chr4	3076407	3245687	20895	uc021xkv.1	HTT
chr4	3088666	3088687	20896	uc021xkw.1	CS644968
chr4	3250766	3258342	20897	uc003ggs.3	C4orf44
chr4	3315873	3441640	20898	uc003ggw.3	RGS12
chr4	3443725	3451213	20899	uc003ghc.3	HGFAC
chr4	3465032	3496209	20900	uc003ghd.3	DOK7
chr4	3486270	3496209	20901	uc003ghf.3	DOK7
chr4	3505323	3534224	20902	uc003ghh.4	LRPAP1
chr4	3578595	3592712	20903	uc003ghj.2	FLJ35424
chr4	3675319	3679582	20904	uc003ghl.3	LOC100133461
chr4	3768295	3770253	20905	uc003ghm.3	ADRA2C
chr4	3941972	3941998	20906	uc011bvt.1	DQ584669
chr4	3943668	3957148	20907	uc011bvu.2	FAM86EP
chr4	4034896	4076783	20908	uc003gho.3	BC042823
chr4	4190529	4228621	20909	uc003ghp.1	OTOP1
chr4	4237268	4249934	20910	uc003ghq.1	TMEM128
chr4	4269428	4291896	20911	uc003ght.3	LYAR
chr4	4291923	4323513	20912	uc003ghu.3	ZBTB49
chr4	4387583	4420785	20913	uc003gia.3	D4S234E
chr4	4420695	4543775	20914	uc003gic.3	STX18
chr4	4543857	4712664	20915	uc003gid.3	LOC100507266
chr4	4763531	4789101	20916	uc003gie.1	AK056081
chr4	4861391	4865660	20917	uc003gif.3	MSX1
chr4	4922496	4922791	20918	uc021xkx.1	7SK
chr4	5016313	5021197	20919	uc003gig.3	CYTL1
chr4	5053526	5502725	20920	uc003gih.1	STK32B
chr4	5526882	5529527	20921	uc003gii.3	C4orf6
chr4	5564145	5710294	20922	uc003gij.3	EVC2
chr4	5712923	5816031	20923	uc003gil.1	EVC
chr4	5822490	5894785	20924	uc003gis.3	CRMP1
chr4	5899317	5991374	20925	uc003git.2	FLJ46481
chr4	5925001	5925055	20926	uc021xky.1	MIR378D1
chr4	6027925	6202318	20927	uc010idb.1	JAKMIP1
chr4	6202459	6240044	20928	uc003giw.1	LOC285484
chr4	6271576	6304992	20929	uc003gix.3	WFS1
chr4	6322304	6557405	20930	uc011bwd.2	PPP2R2C
chr4	6576901	6624188	20931	uc003gjf.1	MAN2B2
chr4	6642444	6644449	20932	uc003gjh.1	MRFAP1
chr4	6675802	6677774	20933	uc021xlb.1	LOC93622
chr4	6695565	6698897	20934	uc003gjl.3	S100P
chr4	6709428	6711606	20935	uc003gjo.3	MRFAP1L1
chr4	6717841	6719387	20936	uc003gjp.1	CNO
chr4	6784458	6885899	20937	uc003gjq.4	KIAA0232
chr4	6911494	7034845	20938	uc003gjs.4	TBC1D14
chr4	6945337	6947476	20939	uc003gjt.1	AX747238
chr4	7032280	7047958	20940	uc021xld.1	LOC100129931
chr4	7042575	7044728	20941	uc003gjv.2	CCDC96
chr4	7045155	7059677	20942	uc003gjw.4	TADA2B
chr4	7061779	7069800	20943	uc003gjy.1	GRPEL1
chr4	7099150	7105103	20944	uc003gka.3	FLJ36777
chr4	7194373	7744564	20945	uc003gkb.4	SORCS2
chr4	7312176	7312251	20946	uc021xlf.1	MIR4798
chr4	7325837	7325909	20947	uc021xlg.1	TRNA_Pseudo
chr4	7432020	7436700	20948	uc011bwj.2	PSAPL1
chr4	7461754	7461845	20949	uc021xlh.1	MIR4274
chr4	7608584	7608614	20950	uc021xli.1	DQ572409
chr4	7755816	7780654	20951	uc003gkd.4	AFAP1-AS1
chr4	7760439	7941653	20952	uc011bwk.1	AFAP1
chr4	7967036	8160559	20953	uc003gkj.4	ABLIM2
chr4	8201059	8242830	20954	uc003gkv.4	SH3TC1
chr4	8271488	8308838	20955	uc003gla.3	HTRA3
chr4	8357036	8359103	20956	uc003glb.1	AX746755
chr4	8368008	8442452	20957	uc003glc.4	ACOX3
chr4	8442531	8481260	20958	uc003glg.2	METTL19
chr4	8582216	8589520	20959	uc003glk.3	GPR78
chr4	8594386	8621488	20960	uc003glm.3	CPZ
chr4	8868772	8873543	20961	uc003izz.1	HMX1
chr4	8951476	8952127	20962	uc011bwm.2	LOC650293
chr4	9217130	9270937	20963	uc021xlk.1	USP17
chr4	9250355	9251948	20964	uc011bwp.2	LOC728405
chr4	9326890	9328483	20965	uc021xll.1	LOC728405
chr4	9331636	9333229	20966	uc021xlm.1	LOC728405
chr4	9336383	9337976	20967	uc021xln.1	LOC728405
chr4	9341128	9342721	20968	uc021xlo.1	LOC728405
chr4	9345873	9347466	20969	uc021xlp.1	LOC728405
chr4	9350618	9352211	20970	uc021xlq.1	LOC728405
chr4	9355363	9356956	20971	uc021xlr.1	LOC728405
chr4	9360108	9366447	20972	uc021xls.1	USP17
chr4	9369599	9370796	20973	uc011bws.2	LOC728405
chr4	9446259	9452240	20974	uc011bwt.2	DEFB131
chr4	9557788	9557937	20975	uc021xlt.1	MIR548I2
chr4	9668529	9668652	20976	uc021xlu.1	AB059369
chr4	9707632	9707661	20977	uc010idl.1	DQ584669
chr4	9783257	9785633	20978	uc003gmb.4	DRD5
chr4	9827847	10023114	20979	uc003gmc.3	SLC2A9
chr4	10075962	10118573	20980	uc021xlv.1	WDR1
chr4	10080234	10080316	20981	uc021xlx.1	MIR3138
chr4	10117379	10117508	20982	uc021xlz.1	5S_rRNA
chr4	10122105	10122135	20983	uc021xma.1	DQ589421
chr4	10122826	10122861	20984	uc021xmb.1	DQ583133
chr4	10124402	10124435	20985	uc021xmc.1	DQ581767
chr4	10125235	10125264	20986	uc021xmd.1	DQ584082
chr4	10127121	10127151	20987	uc003gmm.3	DQ573667
chr4	10137431	10137474	20988	uc011bww.1	DQ591515
chr4	10145243	10145285	20989	uc011bwx.2	DQ599898
chr4	10441503	10459032	20990	uc003gmn.3	ZNF518B
chr4	10491837	10686386	20991	uc003gmo.4	CLNK
chr4	11370450	11370545	20992	uc021xmf.1	MIR572
chr4	11399987	11430537	20993	uc003gmq.3	HS3ST1
chr4	12225105	12252909	20994	uc003gmr.3	BC042433
chr4	13335036	13339925	20995	uc003gms.3	HSP90AB2P
chr4	13369346	13485989	20996	uc003gmu.2	RAB28
chr4	13527942	13533041	20997	uc010idp.1	LOC285547
chr4	13542453	13546114	20998	uc003gmx.2	NKX3-2
chr4	13547699	13549448	20999	uc011bxa.1	LOC285548
chr4	13570365	13629328	21000	uc003gmz.1	BOD1L
chr4	13656802	13932852	21001	uc003gna.1	AK091889
chr4	14113591	14141676	21002	uc010idt.2	LOC152742
chr4	14472089	14473364	21003	uc003gnd.4	BC070495
chr4	14473677	14889793	21004	uc003gne.3	MGC4836
chr4	14692333	14692456	21005	uc021xmi.1	SNORA63
chr4	14978523	14996129	21006	uc010idu.1	LOC441009
chr4	15003372	15004060	21007	uc003gnh.1	BC113726
chr4	15004297	15071777	21008	uc003gnk.2	CPEB2
chr4	15429628	15447791	21009	uc003gnp.3	C1QTNF7
chr4	15471488	15603180	21010	uc010idv.2	CC2D2A
chr4	15520622	15523368	21011	uc003gny.1	AX746699
chr4	15606006	15657035	21012	uc003goc.2	FBXL5
chr4	15683351	15692070	21013	uc003gof.4	FAM200B
chr4	15704572	15733796	21014	uc003goh.4	BST1
chr4	15779930	15850706	21015	uc003gol.1	CD38
chr4	15937192	15940363	21016	uc003gom.3	FGFBP1
chr4	15961862	15964859	21017	uc003gon.3	FGFBP2
chr4	15969848	16077741	21018	uc003goo.2	PROM1
chr4	16010298	16010410	21019	uc021xmn.1	U6
chr4	16162127	16228161	21020	uc010ied.1	TAPT1
chr4	16228285	16230285	21021	uc003gox.1	BC010030
chr4	16503164	16900424	21022	uc003goz.3	LDB2
chr4	17173379	17187680	21023	uc003gpc.3	BC029598
chr4	17488015	17513857	21024	uc003gpd.3	QDPR
chr4	17516787	17528727	21025	uc003gpg.1	CLRN2
chr4	17578926	17609590	21026	uc003gph.1	LAP3
chr4	17616272	17626160	21027	uc003gpi.1	MED28
chr4	17629878	17633666	21028	uc003gpk.1	CR936688
chr4	17633695	17635559	21029	uc003gpl.1	CR936688
chr4	17633708	17783135	21030	uc003gpm.4	FAM184B
chr4	17802277	17812381	21031	uc003gpn.3	DCAF16
chr4	17812524	17846487	21032	uc003gpp.3	NCAPG
chr4	17882217	18023483	21033	uc021xmr.1	LCORL
chr4	20255234	20620788	21034	uc003gpr.1	SLIT2
chr4	20393811	20396479	21035	uc003gpt.3	SLIT2-IT1
chr4	20529897	20530007	21036	uc011bxl.2	MIR218-1
chr4	20702035	20729980	21037	uc003gpz.3	PACRGL
chr4	20730238	21699318	21038	uc003gqh.1	KCNIP4
chr4	21844963	21854811	21039	uc003gqj.1	KCNIP4-IT1
chr4	22328989	22341289	21040	uc003gqk.2	LOC100505912
chr4	22388998	22517672	21041	uc003gqm.1	GPR125
chr4	22694547	22821192	21042	uc003gqp.4	GBA3
chr4	22970918	22971014	21043	uc021xmv.1	Mir_340
chr4	23464695	23464726	21044	uc021xmw.1	MIR548AJ2
chr4	23793643	23891700	21045	uc003gqs.3	PPARGC1A
chr4	24521814	24521913	21046	uc021xmx.1	MIR573
chr4	24529087	24586184	21047	uc003gqx.3	DHX15
chr4	24797084	24802467	21048	uc003gqz.3	SOD3
chr4	24807738	24914600	21049	uc003grc.3	CCDC149
chr4	25000470	25032414	21050	uc003grf.2	LGI2
chr4	25121626	25162204	21051	uc003grg.3	SEPSECS
chr4	25235652	25280831	21052	uc003grk.2	PI4K2B
chr4	25314395	25372005	21053	uc003grl.4	ZCCHC4
chr4	25378847	25420120	21054	uc003gro.3	ANAPC4
chr4	25657434	25680368	21055	uc003grr.3	SLC34A2
chr4	25749048	25864610	21056	uc003gru.4	SEL1L3
chr4	25915813	25931501	21057	uc003grw.4	C4orf52
chr4	26322428	26436752	21058	uc003gsb.2	RBPJ
chr4	26483017	26492042	21059	uc003gse.1	CCKAR
chr4	26585545	26756918	21060	uc003gsf.4	TBC1D19
chr4	26703930	26704010	21061	uc021xmz.1	SNORD74
chr4	26862312	27027003	21062	uc003gsh.4	STIM2
chr4	27732096	27732127	21063	uc011bxv.1	DQ571874
chr4	28712819	28713098	21064	uc021xna.1	Metazoa_SRP
chr4	28821203	28821290	21065	uc021xnb.1	MIR4275
chr4	30722036	31148423	21066	uc021xnd.1	PCDH7
chr4	33893553	33908510	21067	uc003gsm.1	AK093205
chr4	33897960	34041515	21068	uc003gsn.3	BC036345
chr4	36067619	36245979	21069	uc003gsq.2	ARAP2
chr4	36258139	36275841	21070	uc010ifa.2	BC030111
chr4	36285643	36347378	21071	uc021xne.1	DTHD1
chr4	37243531	37243613	21072	uc021xnf.1	MIR4801
chr4	37246689	37451087	21073	uc011bxz.2	KIAA1239
chr4	37455551	37595132	21074	uc003gsw.4	C4orf19
chr4	37461170	37463042	21075	uc003gsx.4	AX748249
chr4	37592421	37687999	21076	uc003gsz.2	RELL1
chr4	37701516	37701624	21077	uc021xng.1	Y_RNA
chr4	37828281	37864559	21078	uc011byb.1	PGM2
chr4	37892704	38140796	21079	uc003gtb.3	TBC1D1
chr4	37962055	37962631	21080	uc011bye.2	PTTG2
chr4	38240233	38240317	21081	uc021xnj.1	Mir_548
chr4	38614321	38666249	21082	uc003gte.1	FLJ13197
chr4	38628025	38666430	21083	uc003gtf.3	FLJ13197
chr4	38665789	38703129	21084	uc003gth.4	KLF3
chr4	38773859	38784611	21085	uc003gtk.3	TLR10
chr4	38797875	38806412	21086	uc003gtl.3	TLR1
chr4	38825328	38858438	21087	uc010ifg.2	TLR6
chr4	38869353	38947365	21088	uc003gtn.3	FAM114A1
chr4	38869652	38869748	21089	uc021xno.1	MIR574
chr4	38968440	39034041	21090	uc003gto.3	TMEM156
chr4	39046450	39127853	21091	uc003gtp.3	KLHL5
chr4	39184023	39287430	21092	uc003gtv.3	WDR19
chr4	39289068	39368001	21093	uc003gty.2	RFC1
chr4	39408472	39453153	21094	uc003gua.3	KLB
chr4	39455744	39460207	21095	uc003gub.3	RPL9
chr4	39460664	39479271	21096	uc003guf.3	LIAS
chr4	39481874	39483523	21097	uc011byn.2	LOC401127
chr4	39500374	39529218	21098	uc003guk.2	UGDH
chr4	39529638	39596327	21099	uc003gum.1	AK056558
chr4	39552545	39640481	21100	uc003guo.3	C4orf34
chr4	39640759	39653681	21101	uc003gup.1	BC040333
chr4	39699663	39784410	21102	uc003guu.4	UBE2K
chr4	39824482	39979576	21103	uc003guv.4	PDS5A
chr4	40044536	40058819	21104	uc011byr.1	LOC344967
chr4	40058523	40159872	21105	uc003guy.4	N4BP2
chr4	40198526	40246281	21106	uc003guz.2	RHOH
chr4	40309201	40332436	21107	uc021xnq.1	JN120858
chr4	40337468	40356973	21108	uc003gva.1	CHRNA9
chr4	40425271	40631883	21109	uc003gvc.2	RBM47
chr4	40504056	40504136	21110	uc021xns.1	MIR4802
chr4	40751913	40812002	21111	uc003gvj.4	NSUN7
chr4	40812043	41216635	21112	uc003gvn.3	APBB2
chr4	40908742	40908815	21113	uc021xnu.1	TRNA_Gln
chr4	41258897	41270446	21114	uc003gvo.3	UCHL1
chr4	41362803	41702061	21115	uc003gvu.4	LIMCH1
chr4	41746098	41750987	21116	uc003gwf.4	PHOX2B
chr4	41881538	41884569	21117	uc003gwh.3	BC025350
chr4	41937136	41962824	21118	uc003gwi.2	TMEM33
chr4	41983712	41988484	21119	uc003gwk.2	DCAF4L1
chr4	41992522	42089551	21120	uc003gwl.3	SLC30A9
chr4	42112869	42154895	21121	uc003gwn.3	BEND4
chr4	42399855	42404504	21122	uc003gwp.3	SHISA3
chr4	42410391	42659122	21123	uc003gwr.2	ATP8A1
chr4	42894412	42894635	21124	uc021xnw.1	7SK
chr4	42895282	43032675	21125	uc003gwt.3	GRXCR1
chr4	44175919	44450824	21126	uc003gwu.3	KCTD8
chr4	44624353	44653658	21127	uc021xnx.1	YIPF7
chr4	44680432	44702697	21128	uc003gww.4	GUF1
chr4	44704167	44728612	21129	uc003gwy.3	GNPDA2
chr4	45683334	45685041	21130	uc003gxa.3	BC048420
chr4	46037786	46126082	21131	uc003gxb.3	GABRG1
chr4	46251580	46392056	21132	uc010igc.2	GABRA2
chr4	46736846	46911252	21133	uc003gxf.3	COX7B2
chr4	46920916	46995522	21134	uc021xnz.1	GABRA4
chr4	47033294	47428447	21135	uc003gxh.3	GABRB1
chr4	47452810	47465676	21136	uc003gxi.3	COMMD8
chr4	47487409	47595503	21137	uc003gxk.1	ATP10D
chr4	47596017	47840059	21138	uc003gxm.3	CORIN
chr4	47849257	47916633	21139	uc003gxp.3	NFXL1
chr4	47916243	47992754	21140	uc003gxr.1	BC041434
chr4	47937993	47983550	21141	uc003gxu.3	CNGA1
chr4	48018790	48039080	21142	uc003gxw.3	NIPAL1
chr4	48068409	48136273	21143	uc003gxx.4	TXK
chr4	48108097	48108205	21144	uc021xob.1	U6
chr4	48137799	48271814	21145	uc003gxz.3	TEC
chr4	48343612	48428215	21146	uc003gya.4	SLAIN2
chr4	48485359	48491541	21147	uc003gyc.2	SLC10A4
chr4	48492308	48496422	21148	uc003gyd.3	ZAR1
chr4	48499379	48782316	21149	uc003gyh.1	FRYL
chr4	48833322	48863834	21150	uc010igk.3	OCIAD1
chr4	48887404	48908815	21151	uc003gyt.3	OCIAD2
chr4	48988264	49064095	21152	uc003gyv.3	CWH43
chr4	49205061	49205091	21153	uc021xod.1	DQ579288
chr4	49236278	49236308	21154	uc021xoe.1	DQ583161
chr4	49236341	49236371	21155	uc003gyy.3	DQ587539
chr4	49237369	49237396	21156	uc021xof.1	DQ579969
chr4	49562075	49562102	21157	uc021xog.1	DQ593719
chr4	49563100	49563130	21158	uc011bzm.2	DQ590589
chr4	49563163	49563193	21159	uc003gza.1	DQ583161
chr4	49580189	49580217	21160	uc003gzb.1	DQ596206
chr4	49589311	49589341	21161	uc021xoh.1	DQ587539
chr4	49591418	49591448	21162	uc003gzd.3	DQ590126
chr4	52709275	52783003	21163	uc003gze.3	DCUN1D4
chr4	52859865	52883786	21164	uc003gzi.3	LRRC66
chr4	52886860	52904485	21165	uc003gzj.2	SGCB
chr4	52917592	52963458	21166	uc003gzl.3	SPATA18
chr4	53457126	53525502	21167	uc003gzn.3	USP46
chr4	53578620	53580305	21168	uc003gzo.2	SNHG13
chr4	53578848	53578914	21169	uc021xoi.1	MIR4449
chr4	53579415	53579537	21170	uc003gzq.1	SNORA26
chr4	53609683	53617807	21171	uc003gzs.3	ERVMER34-1
chr4	53656160	53681631	21172	uc021xoj.1	LOC152578
chr4	53728494	53733002	21173	uc003gzt.3	RASL11B
chr4	53739150	54232242	21174	uc003gzu.3	SCFD2
chr4	53811820	53824254	21175	uc003gzw.1	AK055055
chr4	55095263	55164412	21176	uc003han.4	PDGFRA
chr4	54294193	54326103	21177	uc003hae.3	FIP1L1
chr4	54326436	54457724	21178	uc003hag.4	LNX1
chr4	54851665	54853449	21179	uc011bzv.2	RPL21P44
chr4	54875957	54930815	21180	uc003haj.2	CHIC2
chr4	54966247	54968122	21181	uc010igp.1	GSX2
chr4	55469377	55473298	21182	uc003hap.3	BC044946
